,product_id,warehouse_id,quantity,Source_index,Sink_index,_merge
1809,40,6,67,Missing,1809,Sink
1810,41,6,67,Missing,1810,Sink
1811,42,6,69,Missing,1811,Sink
1812,43,6,69,Missing,1812,Sink
1813,44,6,70,Missing,1813,Sink
1814,46,6,29,Missing,1814,Sink
1815,47,6,33,Missing,1815,Sink
1816,50,6,84,Missing,1816,Sink
1817,54,6,66,Missing,1817,Sink
1818,56,6,58,Missing,1818,Sink
1819,57,6,66,Missing,1819,Sink
1820,62,6,30,Missing,1820,Sink
1821,63,6,30,Missing,1821,Sink
1822,67,6,34,Missing,1822,Sink
1823,68,6,35,Missing,1823,Sink
1824,69,6,35,Missing,1824,Sink
1825,70,6,35,Missing,1825,Sink
1826,71,6,35,Missing,1826,Sink
1827,72,6,35,Missing,1827,Sink
1828,73,6,63,Missing,1828,Sink
1829,74,6,63,Missing,1829,Sink
1830,76,6,64,Missing,1830,Sink
1831,78,6,65,Missing,1831,Sink
1832,79,6,65,Missing,1832,Sink
1833,80,6,65,Missing,1833,Sink
1834,84,6,69,Missing,1834,Sink
1835,87,6,71,Missing,1835,Sink
1836,88,6,44,Missing,1836,Sink
1837,89,6,45,Missing,1837,Sink
1838,90,6,45,Missing,1838,Sink
1839,91,6,58,Missing,1839,Sink
1840,94,6,71,Missing,1840,Sink
1841,95,6,60,Missing,1841,Sink
1842,96,6,60,Missing,1842,Sink
1843,98,6,72,Missing,1843,Sink
1844,99,6,73,Missing,1844,Sink
1845,100,6,74,Missing,1845,Sink
1846,101,6,51,Missing,1846,Sink
1847,102,6,76,Missing,1847,Sink
1848,103,6,53,Missing,1848,Sink
1849,104,6,71,Missing,1849,Sink
1850,105,6,53,Missing,1850,Sink
1851,106,6,53,Missing,1851,Sink
1852,107,6,53,Missing,1852,Sink
1853,108,6,54,Missing,1853,Sink
1854,109,6,54,Missing,1854,Sink
1855,110,6,54,Missing,1855,Sink
1856,114,6,55,Missing,1856,Sink
1857,115,6,56,Missing,1857,Sink
1858,116,6,56,Missing,1858,Sink
1859,117,6,57,Missing,1859,Sink
1860,119,6,58,Missing,1860,Sink
1861,120,6,58,Missing,1861,Sink
1862,121,6,58,Missing,1862,Sink
1863,122,6,58,Missing,1863,Sink
1864,123,6,59,Missing,1864,Sink
1865,124,6,59,Missing,1865,Sink
1866,125,6,59,Missing,1866,Sink
1867,126,6,59,Missing,1867,Sink
1868,128,6,59,Missing,1868,Sink
1869,129,6,60,Missing,1869,Sink
1870,130,6,78,Missing,1870,Sink
1871,131,6,29,Missing,1871,Sink
1872,132,6,60,Missing,1872,Sink
1873,133,6,60,Missing,1873,Sink
1874,134,6,29,Missing,1874,Sink
1875,135,6,29,Missing,1875,Sink
1876,136,6,61,Missing,1876,Sink
1877,137,6,65,Missing,1877,Sink
1878,138,6,66,Missing,1878,Sink
1879,139,6,34,Missing,1879,Sink
1880,140,6,34,Missing,1880,Sink
1881,141,6,68,Missing,1881,Sink
1882,142,6,69,Missing,1882,Sink
1883,144,6,36,Missing,1883,Sink
1884,145,6,36,Missing,1884,Sink
1885,146,6,37,Missing,1885,Sink
1886,147,6,37,Missing,1886,Sink
1887,148,6,37,Missing,1887,Sink
1888,149,6,37,Missing,1888,Sink
1889,150,6,41,Missing,1889,Sink
1890,151,6,41,Missing,1890,Sink
1891,152,6,41,Missing,1891,Sink
1892,157,6,42,Missing,1892,Sink
1893,159,6,51,Missing,1893,Sink
1894,160,6,57,Missing,1894,Sink
1895,161,6,72,Missing,1895,Sink
1896,163,6,71,Missing,1896,Sink
1897,166,6,90,Missing,1897,Sink
1898,168,6,80,Missing,1898,Sink
1899,170,6,81,Missing,1899,Sink
1900,172,6,85,Missing,1900,Sink
1901,173,6,94,Missing,1901,Sink
1902,174,6,110,Missing,1902,Sink
1903,175,6,110,Missing,1903,Sink
1904,182,6,163,Missing,1904,Sink
1905,184,6,164,Missing,1905,Sink
1906,185,6,164,Missing,1906,Sink
1907,188,6,172,Missing,1907,Sink
1908,189,6,172,Missing,1908,Sink
1909,190,6,173,Missing,1909,Sink
1910,191,6,173,Missing,1910,Sink
1911,193,6,174,Missing,1911,Sink
1912,195,6,175,Missing,1912,Sink
1913,196,6,175,Missing,1913,Sink
1914,198,6,176,Missing,1914,Sink
1915,199,6,176,Missing,1915,Sink
1916,200,6,177,Missing,1916,Sink
1917,201,6,177,Missing,1917,Sink
1918,203,6,177,Missing,1918,Sink
1919,204,6,178,Missing,1919,Sink
1920,205,6,178,Missing,1920,Sink
1921,207,6,145,Missing,1921,Sink
1922,210,6,146,Missing,1922,Sink
1923,211,6,147,Missing,1923,Sink
1924,212,6,147,Missing,1924,Sink
1925,214,6,148,Missing,1925,Sink
1926,216,6,149,Missing,1926,Sink
1927,217,6,149,Missing,1927,Sink
1928,218,6,150,Missing,1928,Sink
1929,220,6,185,Missing,1929,Sink
1930,221,6,185,Missing,1930,Sink
1931,222,6,186,Missing,1931,Sink
1932,223,6,186,Missing,1932,Sink
1933,227,6,141,Missing,1933,Sink
1934,228,6,141,Missing,1934,Sink
1935,229,6,149,Missing,1935,Sink
1936,230,6,149,Missing,1936,Sink
1937,231,6,150,Missing,1937,Sink
1938,232,6,150,Missing,1938,Sink
1939,233,6,150,Missing,1939,Sink
1940,234,6,150,Missing,1940,Sink
1941,235,6,150,Missing,1941,Sink
1942,236,6,151,Missing,1942,Sink
1943,237,6,151,Missing,1943,Sink
1944,238,6,151,Missing,1944,Sink
1945,239,6,151,Missing,1945,Sink
1946,241,6,145,Missing,1946,Sink
1947,242,6,145,Missing,1947,Sink
1948,243,6,145,Missing,1948,Sink
1949,245,6,161,Missing,1949,Sink
1950,247,6,148,Missing,1950,Sink
1951,251,6,150,Missing,1951,Sink
1952,254,6,161,Missing,1952,Sink
1953,255,6,162,Missing,1953,Sink
1954,256,6,162,Missing,1954,Sink
1955,257,6,162,Missing,1955,Sink
1956,258,6,162,Missing,1956,Sink
1957,259,6,162,Missing,1957,Sink
1958,260,6,163,Missing,1958,Sink
1959,261,6,163,Missing,1959,Sink
1960,262,6,163,Missing,1960,Sink
1961,263,6,163,Missing,1961,Sink
1962,264,6,163,Missing,1962,Sink
1963,265,6,164,Missing,1963,Sink
1964,269,6,214,Missing,1964,Sink
1965,270,6,214,Missing,1965,Sink
1966,271,6,221,Missing,1966,Sink
1967,272,6,222,Missing,1967,Sink
1968,273,6,184,Missing,1968,Sink
1969,274,6,184,Missing,1969,Sink
1970,276,6,225,Missing,1970,Sink
1971,277,6,225,Missing,1971,Sink
1972,278,6,226,Missing,1972,Sink
1973,279,6,180,Missing,1973,Sink
1974,280,6,180,Missing,1974,Sink
1975,281,6,191,Missing,1975,Sink
1976,283,6,232,Missing,1976,Sink
1977,284,6,320,Missing,1977,Sink
1978,285,6,202,Missing,1978,Sink
1979,286,6,203,Missing,1979,Sink
1980,287,6,212,Missing,1980,Sink
1981,288,6,213,Missing,1981,Sink
1982,2,7,46,Missing,1982,Sink
1983,3,7,63,Missing,1983,Sink
1984,4,7,63,Missing,1984,Sink
1985,5,7,63,Missing,1985,Sink
1986,6,7,63,Missing,1986,Sink
1987,11,7,65,Missing,1987,Sink
1988,12,7,65,Missing,1988,Sink
1989,22,7,50,Missing,1989,Sink
1990,23,7,50,Missing,1990,Sink
1991,24,7,50,Missing,1991,Sink
1992,25,7,51,Missing,1992,Sink
1993,26,7,51,Missing,1993,Sink
1994,33,7,53,Missing,1994,Sink
1995,35,7,54,Missing,1995,Sink
1996,36,7,54,Missing,1996,Sink
1997,37,7,55,Missing,1997,Sink
1998,38,7,55,Missing,1998,Sink
1999,39,7,55,Missing,1999,Sink
2000,40,7,55,Missing,2000,Sink
2001,41,7,55,Missing,2001,Sink
2002,42,7,57,Missing,2002,Sink
2003,43,7,58,Missing,2003,Sink
2004,44,7,58,Missing,2004,Sink
2005,46,7,18,Missing,2005,Sink
2006,47,7,22,Missing,2006,Sink
2007,50,7,58,Missing,2007,Sink
2008,80,7,53,Missing,2008,Sink
2009,87,7,59,Missing,2009,Sink
2010,88,7,27,Missing,2010,Sink
2011,89,7,27,Missing,2011,Sink
2012,90,7,27,Missing,2012,Sink
2013,91,7,46,Missing,2013,Sink
2014,94,7,57,Missing,2014,Sink
2015,98,7,58,Missing,2015,Sink
2016,99,7,60,Missing,2016,Sink
2017,100,7,60,Missing,2017,Sink
2018,102,7,62,Missing,2018,Sink
2019,103,7,35,Missing,2019,Sink
2020,104,7,58,Missing,2020,Sink
2021,105,7,35,Missing,2021,Sink
2022,108,7,36,Missing,2022,Sink
2023,110,7,36,Missing,2023,Sink
2024,114,7,37,Missing,2024,Sink
2025,123,7,41,Missing,2025,Sink
2026,130,7,66,Missing,2026,Sink
2027,131,7,66,Missing,2027,Sink
2028,132,7,45,Missing,2028,Sink
2029,133,7,45,Missing,2029,Sink
2030,134,7,17,Missing,2030,Sink
2031,135,7,17,Missing,2031,Sink
2032,139,7,21,Missing,2032,Sink
2033,140,7,21,Missing,2033,Sink
2034,142,7,51,Missing,2034,Sink
2035,144,7,23,Missing,2035,Sink
2036,145,7,23,Missing,2036,Sink
2037,146,7,24,Missing,2037,Sink
2038,147,7,24,Missing,2038,Sink
2039,148,7,24,Missing,2039,Sink
2040,149,7,24,Missing,2040,Sink
2041,150,7,28,Missing,2041,Sink
2042,151,7,28,Missing,2042,Sink
2043,152,7,28,Missing,2043,Sink
2044,159,7,39,Missing,2044,Sink
2045,160,7,45,Missing,2045,Sink
2046,161,7,60,Missing,2046,Sink
2047,163,7,59,Missing,2047,Sink
2048,168,7,68,Missing,2048,Sink
2049,174,7,98,Missing,2049,Sink
2050,175,7,98,Missing,2050,Sink
2051,182,7,143,Missing,2051,Sink
2052,184,7,143,Missing,2052,Sink
2053,185,7,144,Missing,2053,Sink
2054,207,7,133,Missing,2054,Sink
2055,216,7,137,Missing,2055,Sink
2056,220,7,167,Missing,2056,Sink
2057,221,7,168,Missing,2057,Sink
2058,222,7,168,Missing,2058,Sink
2059,223,7,168,Missing,2059,Sink
2060,229,7,136,Missing,2060,Sink
2061,230,7,136,Missing,2061,Sink
2062,231,7,136,Missing,2062,Sink
2063,232,7,137,Missing,2063,Sink
2064,233,7,137,Missing,2064,Sink
2065,234,7,137,Missing,2065,Sink
2066,235,7,137,Missing,2066,Sink
2067,241,7,133,Missing,2067,Sink
2068,242,7,133,Missing,2068,Sink
2069,243,7,133,Missing,2069,Sink
2070,245,7,149,Missing,2070,Sink
2071,254,7,148,Missing,2071,Sink
2072,255,7,148,Missing,2072,Sink
2073,256,7,149,Missing,2073,Sink
2074,257,7,149,Missing,2074,Sink
2075,258,7,149,Missing,2075,Sink
2076,259,7,149,Missing,2076,Sink
2077,260,7,149,Missing,2077,Sink
2078,263,7,150,Missing,2078,Sink
2079,264,7,150,Missing,2079,Sink
2080,269,7,196,Missing,2080,Sink
2081,270,7,196,Missing,2081,Sink
2082,273,7,170,Missing,2082,Sink
2083,280,7,167,Missing,2083,Sink
2084,281,7,179,Missing,2084,Sink
2085,284,7,294,Missing,2085,Sink
2086,285,7,189,Missing,2086,Sink
2087,286,7,189,Missing,2087,Sink
2088,2,8,34,Missing,2088,Sink
2089,3,8,49,Missing,2089,Sink
2090,4,8,49,Missing,2090,Sink
2091,5,8,49,Missing,2091,Sink
2092,6,8,50,Missing,2092,Sink
2093,7,8,50,Missing,2093,Sink
2094,8,8,50,Missing,2094,Sink
2095,9,8,50,Missing,2095,Sink
2096,11,8,51,Missing,2096,Sink
2097,12,8,51,Missing,2097,Sink
2098,13,8,51,Missing,2098,Sink
2099,14,8,51,Missing,2099,Sink
2100,15,8,52,Missing,2100,Sink
2101,17,8,54,Missing,2101,Sink
2102,18,8,54,Missing,2102,Sink
2103,19,8,54,Missing,2103,Sink
2104,20,8,5,Missing,2104,Sink
2105,21,8,5,Missing,2105,Sink
2106,22,8,38,Missing,2106,Sink
2107,23,8,39,Missing,2107,Sink
2108,24,8,39,Missing,2108,Sink
2109,25,8,39,Missing,2109,Sink
2110,26,8,39,Missing,2110,Sink
2111,27,8,6,Missing,2111,Sink
2112,29,8,7,Missing,2112,Sink
2113,30,8,7,Missing,2113,Sink
2114,31,8,8,Missing,2114,Sink
2115,32,8,8,Missing,2115,Sink
2116,33,8,42,Missing,2116,Sink
2117,34,8,9,Missing,2117,Sink
2118,35,8,42,Missing,2118,Sink
2119,36,8,43,Missing,2119,Sink
2120,37,8,43,Missing,2120,Sink
2121,38,8,43,Missing,2121,Sink
2122,39,8,43,Missing,2122,Sink
2123,40,8,44,Missing,2123,Sink
2124,41,8,44,Missing,2124,Sink
2125,42,8,46,Missing,2125,Sink
2126,43,8,46,Missing,2126,Sink
2127,44,8,47,Missing,2127,Sink
2128,46,8,7,Missing,2128,Sink
2129,47,8,11,Missing,2129,Sink
2130,50,8,32,Missing,2130,Sink
2131,54,8,44,Missing,2131,Sink
2132,62,8,47,Missing,2132,Sink
2133,63,8,47,Missing,2133,Sink
2134,67,8,49,Missing,2134,Sink
2135,68,8,49,Missing,2135,Sink
2136,69,8,50,Missing,2136,Sink
2137,70,8,50,Missing,2137,Sink
2138,71,8,50,Missing,2138,Sink
2139,72,8,50,Missing,2139,Sink
2140,73,8,39,Missing,2140,Sink
2141,74,8,39,Missing,2141,Sink
2142,76,8,40,Missing,2142,Sink
2143,78,8,41,Missing,2143,Sink
2144,79,8,41,Missing,2144,Sink
2145,80,8,41,Missing,2145,Sink
2146,84,8,45,Missing,2146,Sink
2147,87,8,47,Missing,2147,Sink
2148,88,8,12,Missing,2148,Sink
2149,89,8,12,Missing,2149,Sink
2150,90,8,13,Missing,2150,Sink
2151,91,8,34,Missing,2151,Sink
2152,94,8,44,Missing,2152,Sink
2153,98,8,45,Missing,2153,Sink
2154,99,8,47,Missing,2154,Sink
2155,100,8,47,Missing,2155,Sink
2156,101,8,18,Missing,2156,Sink
2157,102,8,49,Missing,2157,Sink
2158,103,8,20,Missing,2158,Sink
2159,104,8,46,Missing,2159,Sink
2160,105,8,20,Missing,2160,Sink
2161,106,8,21,Missing,2161,Sink
2162,107,8,21,Missing,2162,Sink
2163,108,8,21,Missing,2163,Sink
2164,109,8,21,Missing,2164,Sink
2165,110,8,22,Missing,2165,Sink
2166,114,8,23,Missing,2166,Sink
2167,115,8,24,Missing,2167,Sink
2168,116,8,24,Missing,2168,Sink
2169,117,8,24,Missing,2169,Sink
2170,119,8,25,Missing,2170,Sink
2171,120,8,25,Missing,2171,Sink
2172,121,8,25,Missing,2172,Sink
2173,122,8,26,Missing,2173,Sink
2174,123,8,26,Missing,2174,Sink
2175,124,8,26,Missing,2175,Sink
2176,125,8,26,Missing,2176,Sink
2177,126,8,26,Missing,2177,Sink
2178,128,8,27,Missing,2178,Sink
2179,129,8,27,Missing,2179,Sink
2180,130,8,53,Missing,2180,Sink
2181,131,8,53,Missing,2181,Sink
2182,132,8,28,Missing,2182,Sink
2183,133,8,28,Missing,2183,Sink
2184,134,8,54,Missing,2184,Sink
2185,135,8,54,Missing,2185,Sink
2186,136,8,28,Missing,2186,Sink
2187,137,8,29,Missing,2187,Sink
2188,138,8,31,Missing,2188,Sink
2189,139,8,8,Missing,2189,Sink
2190,140,8,9,Missing,2190,Sink
2191,141,8,33,Missing,2191,Sink
2192,142,8,34,Missing,2192,Sink
2193,144,8,10,Missing,2193,Sink
2194,145,8,11,Missing,2194,Sink
2195,146,8,11,Missing,2195,Sink
2196,147,8,11,Missing,2196,Sink
2197,148,8,12,Missing,2197,Sink
2198,149,8,12,Missing,2198,Sink
2199,150,8,15,Missing,2199,Sink
2200,151,8,15,Missing,2200,Sink
2201,152,8,15,Missing,2201,Sink
2202,159,8,27,Missing,2202,Sink
2203,160,8,33,Missing,2203,Sink
2204,161,8,48,Missing,2204,Sink
2205,163,8,47,Missing,2205,Sink
2206,166,8,66,Missing,2206,Sink
2207,168,8,56,Missing,2207,Sink
2208,174,8,86,Missing,2208,Sink
2209,175,8,86,Missing,2209,Sink
2210,182,8,128,Missing,2210,Sink
2211,184,8,128,Missing,2211,Sink
2212,185,8,129,Missing,2212,Sink
2213,188,8,137,Missing,2213,Sink
2214,189,8,137,Missing,2214,Sink
2215,190,8,137,Missing,2215,Sink
2216,191,8,138,Missing,2216,Sink
2217,193,8,138,Missing,2217,Sink
2218,195,8,139,Missing,2218,Sink
2219,196,8,139,Missing,2219,Sink
2220,198,8,140,Missing,2220,Sink
2221,199,8,141,Missing,2221,Sink
2222,200,8,141,Missing,2222,Sink
2223,201,8,142,Missing,2223,Sink
2224,203,8,142,Missing,2224,Sink
2225,204,8,142,Missing,2225,Sink
2226,205,8,142,Missing,2226,Sink
2227,207,8,121,Missing,2227,Sink

